제목,리뷰,평점
어벤져스: 엔드게임,닥터스트레인지 혼자 이 존잼 엔드게임을 미리 본거야? ,10
어벤져스: 엔드게임,3시간 지난지도 몰랐어요 진짜 재밌어요!! ,10
어벤져스: 엔드게임,어벤져스대박완전꿀잼 ,10
어벤져스: 엔드게임,마블 10년 역사의 완결판을 화려한 스케일과 묵직한 울림으로 끝마쳤다 완벽하다!!! Avengers perfect!! ,10
어벤져스: 엔드게임,3000만큼 지립니다 ,10
어벤져스: 엔드게임,이 영화에 알바가 필요할까..내 인생 영화 갱신이다아무 말 필요없이 그냥 10점짜리 영화 ,10
어벤져스: 엔드게임,뭐 무조건 보세요 난 또봅니다 ,10
어벤져스: 엔드게임,보다가 나도 모르게 눈물이 흘렀다.너무 감동 받았고 슬펐다.강추!!!말이 필요없다. 그냥 꼭 보길 추천시간 가는줄 몰랐다. ,10
어벤져스: 엔드게임,걍 최고였다 마지막 전투씬의 전율은 역대급 그 자체 ,10
어벤져스: 엔드게임,기대보다는 별로였음. 너무 기대가 컸나봄 ,6
컨저링 2,박평식 진짜 싫다. 좀 안나오면 안되냐?다 싫어하는데 ,10
어벤져스: 엔드게임,하 마블영화를 보고 울다니 - ,10
어벤져스: 엔드게임,3000만큼 사랑하고우주만큼사랑합니다 ,10
미 비포 유,....내가 책을 너무 감명깊게 봐서 그런지 못봐주겠다 특히 여주 심히 거슬리네 ,5
어벤져스: 엔드게임,아이언맨으로 마무리했네 ,10
어벤져스: 엔드게임,시간 가는 줄 몰랐어요ㅐ ,10
어벤져스: 엔드게임,존잼입니다 제발 꼭 보세요 ,10
어벤져스: 엔드게임,존잼!! 감동입니다!! ,10
어벤져스: 엔드게임,재미있게 잘 봤습니다. ,10
어벤져스: 엔드게임,그리울 때마다 다시 볼게 ㅠㅠ ,10
어벤져스: 엔드게임,어벤져스 보러갈때 꼭 손수건 챙겨가세요. ,10
어벤져스: 엔드게임,시간가는줄모르고봤어요 ,10
어벤져스: 엔드게임,기대한만큼  괜찮네요  잘밧어요 ,10
어벤져스: 엔드게임,지루하네요.졸뻔함.ㅋㅋ ,6
어벤져스: 엔드게임,진짜 슬펐다가 재밌고 또 멋있고 싫은 캐릭터 하나 없이 다 너무 좋다!!!! 솔직히 세시간도 캐릭터들 스토리 담아내기엔 너무 짧았다 두시간정도 봤을때 화장실 너무 가고싶었는데 참고 봤지...ㅋㅋㅋㅋ다음주에 또 볼거야~~~~!!!! ,10
나를 잊지 말아요,엄마 아빠가 싸우다가 애도 안보고 애가 차에서 내리는데도 대처도없고 너무 억지스럽다. 그래놓고 죽으니까 너무 괴로워하네. 내용이 좀 거시기하다. 지난번엔 손예진이 기억안나더니 이번엔 정우성이.... ,8
어벤져스: 엔드게임,마블을좋아하는사람이라면 분명 울면서본다 ,10
어벤져스: 엔드게임,"액션씬에서 아쉬움이 남는다.더 잘 못만들었을까? 수천의 난잡한 전투씬은 임팩트가 없다. 차라리 타노스와의 전투씬을 잘 연출하고 어벤져스 각캐릭 특성 잘 살려서했음 좋았을것을.. 가령 인피니트워때 타노스vs 아이언맨,닥터스트레인지 싸움처럼.... ",5
어벤져스: 엔드게임,마블 인피니티 사가의 마지막을 훌륭하게 마무리한 것 같아 좋습니다. 잘 만들었어요. ,10
어벤져스: 엔드게임,지루할줄 알았지만 한순간도 지루 하지 않아요 ,10
어벤져스: 엔드게임,"시리즈의 깔끔한 마무리와 정든 영웅들과의 안녕으로 먹먹함을 자아내지만,  몇 몇 오덕들과 모 커뮤니티 운영자가 운운하는 ""다크나이트급""은 절대 아니다. 제발 애먼 ""다크나이트"" 좀 가만 나둬라. 오덕들아. ",7
유주얼 서스펙트,그리고... 연기처럼 사라지는 거죠....!! ,10
어벤져스: 엔드게임,감동이에염ㅜ쿠쿸ㅜ쿠쿠 ,10
어벤져스: 엔드게임,정말  걸작이군요.  너무 잼있게 봤어요 사랑합니다. 어벤져스~~ 감사했어요~ 닥터스트레인지 2가 언능 기다려 지네요~ ,10
어벤져스: 엔드게임,"런닝타임때문에 소변걱정 했는데,소변이 마렵지 않았는데도 오줌을 지렸다 ",10
어벤져스: 엔드게임,넘 재미있었어요~~엔딩이 좀 아쉬웠지만다시 못본다 생각하니 아쉽네요.. ,8
어벤져스: 엔드게임,재미있어요..아이언맨ㅠ. ,10
어벤져스: 엔드게임,이건 진짜 감동재미 다 더했다 영화관가서 한번보고 두번보고 세번보고 볼 수 있을 때까지 볼겁니다ㅠㅠ ,10
어벤져스: 엔드게임,Avengers Assemble! ,10
불멸의 연인,게리올드만에게 빠지게 만든 영화... !! ,10
어벤져스: 엔드게임,"제 인생의 영화 입니다. 20살부터, 29살 지금 까지어벤져스와 함께 했습니다.제 20대와 함께한 어벤져스 출연진 분들 모두에게 감사드립니다. 오늘 정말 행복하고, 뭉클하네요. ",10
돈,음 주식관련 정보를 알 수 있어서 좋았다. 그러나 영화로 평가하자면 약간 아쉽다. ,7
터뷸런스,덤앤더머에 나왔던 여주인공.나홀로집에에 나왔던 형사.재미짐. ,10
어벤져스: 엔드게임,최고는 인피니티워였다 정말시간가는줄 몰라는데  이번편은 전작에비해서 실망 ,4
어벤져스: 엔드게임,휴유증  있음일을 못하겠다 ,10
씨 인사이드,슬프다... 너무 마음이 아프다... ,10
어벤져스: 엔드게임,진짜 너무 재밌어다들 두번 보세요 ,10
어벤져스: 엔드게임,너넌무무무너무너무머누머누 재미따 ,10
어벤져스: 엔드게임,너무 재밋엇어요 제 남자친구는 보다가 울더라구요 ,10
어벤져스: 엔드게임,Wakanda forever! ,10
어벤져스: 엔드게임,아이언맨1부터 지금까지 로다주가 있기에 기다리는 재미와 설렘이 가득했다.... 로다주3000만큼 사랑해요. ㅠ?? ,10
어벤져스: 엔드게임,3000만큼 사랑해요 ,10
어벤져스: 엔드게임,마지막 타노스의 표정에서 왠지모를 후련함과 슬픔을 읽을 수 있었다 ,10
어벤져스: 엔드게임,영화 진짜 잘만들었다~ 마지막이라 넘 슬프다 블랙위도우 로키 비전 안습 ㅠ ,10
어벤져스: 엔드게임,다좋은데 페미마블은 진짜 왜만들고 왜넣은걸까 ,10
어벤져스: 엔드게임,아스가디언즈 오브 갤럭시 ,10
어벤져스: 엔드게임,애매하네요 아쉬움이 남아요 ,8
어벤져스: 엔드게임,개쩔어 띠팔졋팔솟팔OO ,10
헬보이,뭔가 B+급 영화. 되게 잘 봤다. ,10
어벤져스: 엔드게임,재밋습니다 어벤져스는 사랑이네유 ,10
어벤져스: 엔드게임,너구리한테 이메일이나 쓰야겠네 아쉽다고...  아 이제 뭐 보나~ ,9
어벤져스: 엔드게임,박수칠때 제대로 떠났다 ,10
아이 엠 마더,젊지 않은 나인데 제니퍼 가너의 복수액션이넘 멋있어요 ,8
어벤져스: 엔드게임,아쉬운 점도 있지만 그럼에도 너무 끝내줌 ,10
어벤져스: 엔드게임,스포좀당하고봤지만 시간가는줄모르고 봤음 ,10
어벤져스: 엔드게임,잘가요 나의 영웅 아이언맨 ,10
어벤져스: 엔드게임,마블 좋은영화 많이 만들어주요 ㅠㅠ 개잼있음 ,10
어벤져스: 엔드게임,너구리역시 재밋네요 마지막이라니 그게 더 슬프다능 ㅠ ,10
어벤져스: 엔드게임,내 20대를 함께했던 캡틴과 아이언맨 ㅠㅠㅜ 잘가요 ㅠㅜ ,10
어벤져스: 엔드게임,재밌었어요 스포없이 본다고 그냥 왔더니 이렇게 길줄 몰랐.. ,10
메리에겐 뭔가 특별한 것이 있다,세월이 흘러도 생각나면 한번씩 보는 이쁜누나 + 코미디 영화^^ ,10
어벤져스: 엔드게임,안녕 어벤져스 고마워 잘가 ,10
어벤져스: 엔드게임,걍사랑합니다마블진짜로ㅠㅠ ,10
어벤져스: 엔드게임,마블 3001만큼 사랑합니다. ,9
어벤져스: 엔드게임,어마무시했다. 뭉클... ,10
어벤져스: 엔드게임,우째 이런 영화가! 10년 총정리를 이런방식으로! 10점 보다 더 줄 수 있다면 주고 싶다. ,10
어벤져스: 엔드게임,최고라는 말밖에 할말이없다 ,10
어벤져스: 엔드게임,영화를 보기전인 사람들은 댓글보지마세요 스포가 있습니다 ,10
어벤져스: 엔드게임,이렇게 잘 만든 영화를 더 많이 보고 싶다 많이. 근데 왠 스크린 상한제냐 망할 대한민국. ,10
생일,이걸 백만이 봤다고?ㅋ ,1
어벤져스: 엔드게임,7점짜리 장편소설의 삐뚤삐뚤한 마무리 ,1
어벤져스: 엔드게임,"캡틴마블.왜케약해,,; ",10
어벤져스: 엔드게임,진짜 어벤져스 배우분들 고생하셨습니다.. 제인생 최고의 시리즈!! ,10
바이스,연출이 웃기다 . 엔딩 크레딧이 있었다고? 빌어먹을 못보고 나왔네. ,9
어벤져스: 엔드게임,잼있어요너무나ㅎㅎ혼자봐도ㅎ.ㅎ ,10
은행나무 침대,"벌써 20년이 지났는데도 OST 듣고 있으니 눈물 나심.. 지금 다시 보면 쪼금.. 아주 조금 오글거릴 수 있어도 그땐 정말 최고였음,, 특수효과도 배우들 연기도 음악까지도 완전 ",10
어벤져스: 엔드게임,진짜 내 인생 최고의 SF영화 ,10
헌터 킬러,"이거 진짜 꿀잼입니다. 2시간 훅가요전쟁영화를 개인적으로 좋아하는 편이긴 하지만,편파없이 만점짜리 입니다. 현실성과 동 떨어지는 부분도 있지만, 어디 까지나 영화고 때에맞는 bgm 이 더 긴장감 고조 시키고, 육,해 넘나드는 액션 스릴러 영화 ",10
어벤져스: 엔드게임,재밌게 봤지만 결말이 아쉽네요. ,8
어벤져스: 엔드게임,볼만하고재미잇엇음여 ,10
어벤져스: 엔드게임,나의 10년...이제 무엇을 설렐까 ,10
어벤져스: 엔드게임,역대 최고의 영화 였습니다! ,10
어벤져스: 엔드게임,"히어로들의 대난투를 기대했다면 아쉬운 영화, 하지만 10년 마블팬들에게는 대서사시의 끝에 걸맞는 영화 ",8
나를 잊지 말아요,재밌다고 생각했는데 결말이 조금 충격이긴 하다... ,9
어벤져스: 엔드게임,페미요소가 약간 껴있는게 흠인데 괜찮게 잘봤어요 ,9
어벤져스: 엔드게임,난 사실 그저 그랬어. 3시간 러닝타임 좀 오바야 ,5
어벤져스: 엔드게임,역시 어벤져스 최고입니다.~ ,10
어벤져스: 엔드게임,10년 마블팬에게 최고의 선물 ,10
어벤져스: 엔드게임,너무너무너무재미지네요 ,10
어벤져스: 엔드게임,영화가 끝나고 집에 들어온 아직도 설렘 ,10
어벤져스: 엔드게임,모건 ㅠㅠ 너무 귀여워요명불허전 MCU 끝나지 말아줭 ,10
어벤져스: 엔드게임,뭔가 아쉬운감이..좀그래여~ ,8
어벤져스: 엔드게임,어벤져스 어셈블!!!치즈버거 먹어야겠다ㅠㅠ ,10
어벤져스: 엔드게임,아이언맨 캡틴 블랙 위도우 모두 너무 즐거웠어요. ,10
유랑지구,지구를 구하는법은 간단함 짱개들이 다 착해지면됨 ,1
어벤져스: 엔드게임,존잼ㅠ 다음주에 또 보러 갈거임 ,8
어벤져스: 엔드게임,이보다 좋은 마지막이 있을까요. ,10
데드풀,이런게 진솔하고 솔직한 러브스토리 ,10
쇼생크 탈출,최고가아닐수없다... ,10
어벤져스: 엔드게임,정말 어떻게 위기를 해결해나갈까 했더니 아주 큰  그림을 그리고있었고 마무리도 정말 잘된거같아 기쁘네요 ,10
어벤져스: 엔드게임,마블의10년이 한편에 녹아있다 ,10
캡틴 마블,잘모르는 히어로였지만 그래도 마블이라 그럭저럭 봤음 ,8
어벤져스: 엔드게임,마지막 한타때 닭살돋은사람 손~ ,10
어벤져스: 엔드게임,11년 마블의 집대성. ,10
어벤져스: 엔드게임,"화장실을 다녀왔어요~~ ㅠ.,ㅠ ",10
어벤져스: 엔드게임,"5시간 자고가서 집중할 수 있을가 했지만 역시 마블! 역시 어벤져스! 3시간 뚝딱- 마지막 1시간은 진짜 1분처럼 지나가고, 눈물도 웃음도 많이 준 영화네요. 마블포에버ㅠㅠㅠㅠ ",10
어벤져스: 엔드게임,나는왜 지루했을까 ㅜ 졸다왔어요 ,6
어벤져스: 엔드게임,또볼꺼예요! 또볼꺼예요!! ,10
어벤져스: 엔드게임,세상에 유일하게 영원한건 영원한건 없다는 사실... ,10
어벤져스: 엔드게임,내맘에 오래 있던 하나가 이제 뻥 사라진느낌.. ,10
어벤져스: 엔드게임,ㄹㅇ 개꿀잼 인생영화...아이언맨 사랑해요 ,10
어벤져스: 엔드게임,어벤져스... 그 얘긴 안 할래 ,10
어벤져스: 엔드게임,영화 다시보시고 그냥 가지마시고 마지막 어벤져스 이야기 보고 가세용!! ㅎㅎ ,10
어벤져스: 엔드게임,"하..진짜 완벽한 마무리였다, 어벤져스는 무조건 또 본다 ",9
어벤져스: 엔드게임,대박이양ㅠㅠ 매 장면장면이 너무 좋아 ,10
어벤져스: 엔드게임,어벤져스. 영원하라! ,10
어벤져스: 엔드게임,진짜 영화보는 내내 소름돋았어여...ㅠ ,10
어벤져스: 엔드게임,아이언맨ㅠㅠㅠ다시정주행해야지.. ,10
어벤져스: 엔드게임,토르 개웃기넼ㅋㅋㅋ그런 모습으로 나올줄은ㅋㅋㅋ ,10
극한직업,기대하고 갔는데 생각보다 안 웃겼음..평범한 한국영화로 보였음 ,6
어벤져스: 엔드게임,띵작나륵나노노ㅠ규어아아카누둬두러처 ,10
어벤져스: 엔드게임,마지막 라스트씬 빼고 졸리던데. 이영화 ,6
어벤져스: 엔드게임,치즈버거 치즈버거 ㅠㅠㅠ ,10
어벤져스: 엔드게임,정말 마지막 결말을 완성도 있게 만들어서 첫 시작도 빛나게 만드는 그런 마무리하는 장이라고 생각합니다. 마블 팬들을 위한 종합선물..아임 아이언맨..진짜..최고 ,10
어벤져스: 엔드게임,3000만큼 널 사랑한다ㅜㅜ ,10
어벤져스: 엔드게임,감사합니다. 사랑합니다 로버트 다우니 주니어.. ,10
어벤져스: 엔드게임,토니 ㅠㅠ3000만큼 좋습니다 ,10
어벤져스: 엔드게임,마블 감사합니다 즐거운 시간이였어요 ,10
어벤져스: 엔드게임,역대급이엿다젱말 아임아이언맨 ,10
나를 잊지 말아요,여주인공은 왜 남주한테 모든핵임을 떠넘기는거지? 이해불가 짜증남 ,6
바울,감동적이고 메시지도 충실한 잘 만든 기독교영화 ,10
어벤져스: 엔드게임,역시 믿고 보는 루소형제다 ,10
어벤져스: 엔드게임,재미 있어요. 볼 만 해요. ,8
해리 포터와 마법사의 돌,내 최애 영화 몇번이고 계속 볼꺼얌?? ,10
어벤져스: 엔드게임,데드풀이 타노스 엉덩이 찌르고 거기서 앤트맨이 나와요 ,10
뽀로로 극장판 보물섬 대모험,어른들이 보기에도 정말 잼나는 보물섬 대탐험!!!! 관람하고 나오며 입가의 미소가~ 댄스을 배워야겠어요~ㅋ ,10
어벤져스: 엔드게임,최고! 더이상 수식어는 필요없네요. ,10
어벤져스: 엔드게임,나의 이십대가 끝이났다 i am iron man ,10
어벤져스: 엔드게임,정말 완벽한 마무리 이게 지루하거나 별로였다면 히어로물을 좋아하지 않거나 대충봤거나 제대로 이야기를 이해하지 못한 사람임 ,10
어벤져스: 엔드게임,전설들의 멋진 마무리다 ㅜ ㅜ ,10
어벤져스: 엔드게임,다른말 필요없이 최고였습니다 ,10
어벤져스: 엔드게임,굿굿 기다린 보람 있네여 ,10
어벤져스: 엔드게임,3000만큼 사랑해 너무 재밌잖아ㅠㅠㅠ ,10
어벤져스: 엔드게임,토니 스타크 진짜...누가 욕을 할 수 있냐..위대한 영웅이다.. ,10
어벤져스: 엔드게임,마지막에 그동안 고마웠다는 기분이 들면서 울컥하더라 10년이여 안녕 ,10
어벤져스: 엔드게임,내 20대 인생을 함께 해준 마블 어벤져스 잘가! 연인과 헤어진 느낌이라 너무 먹먹하네 ㅠㅠ ,10
어벤져스: 엔드게임,진짜 마지막편 제대로다 .. ,10
어벤져스: 엔드게임,3000만큼 찡하네ㅜㅜ ,10
